frntype_sh;fietstrace;gemeente;lstrnm;rstrnm;lengte;wegcategor;beheer_shp;bff_datum_;ident8_opl;ident8_afl;latWGS84;loWGS84;Aangemaakt op
functionele fietsroute;31005_Moerkerkse Steenweg_10366;Brugge;Moerkerkse Steenweg;Moerkerkse Steenweg;65,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2143347830267,51.2143347830267,51.2143347830267,51.2143347830267,51.2143347830267,51.2143347830267,51.2143347830267;3.24935419403903,3.24935419403903,3.24935419403903,3.24935419403903,3.24935419403903,3.24935419403903,3.24935419403903;23/06/2016
functionele fietsroute;31005_Scheepsdalelaan_10382;Brugge;Scheepsdalelaan;Scheepsdalelaan;175,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0090001;N0090002;51.2182862364323,51.2182862364323,51.2182862364323,51.2182862364323,51.2182862364323,51.2182862364323,51.2182862364323,51.2182862364323,51.2182862364323;3.21054763092338,3.21054763092338,3.21054763092338,3.21054763092338,3.21054763092338,3.21054763092338,3.21054763092338,3.21054763092338,3.21054763092338;23/06/2016
functionele fietsroute;31005_Kustlaan_10339;Brugge;Kustlaan;Kustlaan;143,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0340002;51.3282230203264,51.3282230203264,51.3282230203264,51.3282230203264;3.18810092768882,3.18810092768882,3.18810092768882,3.18810092768882;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10323;Brugge;Koning Albert I-laan;Koning Albert I-laan;15,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N3970001;;51.1703306470894,51.1703306470894;3.19639341753783,3.19639341753783;23/06/2016
functionele fietsroute;31042_Blankenbergse Steenweg_10754;Zuienkerke;Blankenbergse Steenweg;Blankenbergse Steenweg;357,00000000000000000;primaire weg II;AWV - District Brugge;20141231;;N3710002;51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036,51.2561317535036;3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165,3.18934174365165;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10424;Brugge;;;5,00000000000000000;lokale weg type 3;Stad Brugge;20141231;N0500001;N0500002;51.2001537880553,51.2001537880553;3.22843627322407,3.22843627322407;23/06/2016
functionele fietsroute;;Brugge;;;11,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836,51.2239905406836;3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072,3.21364660847072;23/06/2016
functionele fietsroute;;Brugge;Buiten Gentpoortvest;Buiten Gentpoortvest;7,00000000000000000;secundaire weg type 3;AWV - District Brugge;20151229;;R0300002;51.1996379383545,51.1996379383545;3.2294205024701,3.2294205024701;23/06/2016
functionele fietsroute;31005_Torhoutse Steenweg_10445;Brugge;Torhoutse Steenweg;Torhoutse Steenweg;8,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;N0320002;51.2004951158768,51.2004951158768;3.20265305920244,3.20265305920244;23/06/2016
functionele fietsroute;;Brugge;;;25,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2212007724335,51.2212007724335,51.2212007724335,51.2212007724335,51.2212007724335;3.20626883809435,3.20626883809435,3.20626883809435,3.20626883809435,3.20626883809435;23/06/2016
functionele fietsroute;31005_Moerkerkse Steenweg_10364;Brugge;Moerkerkse Steenweg;Moerkerkse Steenweg;19,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2132742579552,51.2132742579552;3.24036297464439,3.24036297464439;23/06/2016
functionele fietsroute;31005_Torhoutse Steenweg_10446;Brugge;Torhoutse Steenweg;Torhoutse Steenweg;58,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0320001;;51.2000627517665,51.2000627517665,51.2000627517665,51.2000627517665,51.2000627517665,51.2000627517665;3.20218839869947,3.20218839869947,3.20218839869947,3.20218839869947,3.20218839869947,3.20218839869947;23/06/2016
functionele fietsroute;;Brugge;Zandstraat;Zandstraat;8,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1998430553434,51.1998430553434,51.1998430553434,51.1998430553434;3.17229712053141,3.17229712053141,3.17229712053141,3.17229712053141;23/06/2016
functionele fietsroute;31005_Spoorwegstraat_10386;Brugge;Spoorwegstraat;Spoorwegstraat;95,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3420001;N3420002;51.1960780906029,51.1960780906029,51.1960780906029,51.1960780906029;3.21586766550749,3.21586766550749,3.21586766550749,3.21586766550749;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;63,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1742963781578,51.1742963781578,51.1742963781578,51.1742963781578;3.16382886288275,3.16382886288275,3.16382886288275,3.16382886288275;23/06/2016
functionele fietsroute;;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;52,00000000000000000;secundaire weg type 2;AWV - District Brugge;20160112;;N3710002;51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239;3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054;23/06/2016
functionele fietsroute;31042_Blankenbergse Steenweg_10746;Zuienkerke;Blankenbergse Steenweg;Blankenbergse Steenweg;29,00000000000000000;primaire weg II;AWV - District Brugge;20141231;;N3710002;51.2626811493833,51.2626811493833;3.18363714879549,3.18363714879549;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10358;Brugge;Maalse Steenweg;Maalse Steenweg;26,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2076761089464,51.2076761089464,51.2076761089464;3.2743149448264,3.2743149448264,3.2743149448264;23/06/2016
functionele fietsroute;31005_Spoorwegstraat_10386;Brugge;Spoorwegstraat;Spoorwegstraat;119,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3420001;N3420002;51.1942606511194,51.1942606511194,51.1942606511194,51.1942606511194,51.1942606511194,51.1942606511194,51.1942606511194;3.21755298460083,3.21755298460083,3.21755298460083,3.21755298460083,3.21755298460083,3.21755298460083,3.21755298460083;23/06/2016
functionele fietsroute;;Zuienkerke;;;26,00000000000000000;primaire weg II;AWV - District Brugge;20141231;;N3710002;51.2528649538886,51.2528649538886,51.2528649538886,51.2528649538886,51.2528649538886,51.2528649538886,51.2528649538886;3.19007857572027,3.19007857572027,3.19007857572027,3.19007857572027,3.19007857572027,3.19007857572027,3.19007857572027;23/06/2016
functionele fietsroute;31040_Steenbrugsestraat_10720;Zedelgem;Steenbrugsestraat;Steenbrugsestraat;141,00000000000000000;lokale weg type 1;Gemeente Zedelgem;20141231;N3090001;N3090002;51.1595135425667,51.1595135425667,51.1595135425667,51.1595135425667,51.1595135425667,51.1595135425667;3.19914692158428,3.19914692158428,3.19914692158428,3.19914692158428,3.19914692158428,3.19914692158428;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;46,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.2001302876981,51.2001302876981,51.2001302876981;3.24765740047565,3.24765740047565,3.24765740047565;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;16,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2215381114313,51.2215381114313,51.2215381114313,51.2215381114313;3.20574638281269,3.20574638281269,3.20574638281269,3.20574638281269;23/06/2016
functionele fietsroute;31005_Doornstraat_10289;Brugge;Doornstraat;Doornstraat;153,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1921548070674,51.1921548070674,51.1921548070674,51.1921548070674,51.1921548070674,51.1921548070674,51.1921548070674,51.1921548070674,51.1921548070674,51.1921548070674,51.1921548070674;3.18482371050419,3.18482371050419,3.18482371050419,3.18482371050419,3.18482371050419,3.18482371050419,3.18482371050419,3.18482371050419,3.18482371050419,3.18482371050419,3.18482371050419;23/06/2016
functionele fietsroute;31042_Oostendse Steenweg_10773;Zuienkerke;Oostendse Steenweg;Oostendse Steenweg;3,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N0090001;N0090002;51.2391227960062,51.2391227960062;3.16318783928428,3.16318783928428;23/06/2016
functionele fietsroute;31005_Torhoutse Steenweg_10445;Brugge;Torhoutse Steenweg;Torhoutse Steenweg;71,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;N0320002;51.2025823701929,51.2025823701929,51.2025823701929,51.2025823701929,51.2025823701929,51.2025823701929;3.20486058687937,3.20486058687937,3.20486058687937,3.20486058687937,3.20486058687937,3.20486058687937;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10375;Brugge;Oostendse Steenweg;Oostendse Steenweg;21,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2212422422092,51.2212422422092,51.2212422422092,51.2212422422092,51.2212422422092;3.20632583650112,3.20632583650112,3.20632583650112,3.20632583650112,3.20632583650112;23/06/2016
functionele fietsroute;31005_Westkapelse Steenweg_10455;Brugge;Westkapelse Steenweg;Westkapelse Steenweg;125,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2780254083986,51.2780254083986,51.2780254083986,51.2780254083986,51.2780254083986;3.22883654655727,3.22883654655727,3.22883654655727,3.22883654655727,3.22883654655727;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;96,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1876102210407,51.1876102210407,51.1876102210407,51.1876102210407,51.1876102210407,51.1876102210407,51.1876102210407;3.18554973957151,3.18554973957151,3.18554973957151,3.18554973957151,3.18554973957151,3.18554973957151,3.18554973957151;23/06/2016
functionele fietsroute;31005_Westkapelse Steenweg_10455;Brugge;Westkapelse Steenweg;Westkapelse Steenweg;192,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2790291575825,51.2790291575825,51.2790291575825,51.2790291575825,51.2790291575825,51.2790291575825,51.2790291575825;3.23004877585527,3.23004877585527,3.23004877585527,3.23004877585527,3.23004877585527,3.23004877585527,3.23004877585527;23/06/2016
hoofdroute: fietssnelweg;31005_Noorweegse Kaai_10367;Brugge;Noorweegse Kaai;Noorweegse Kaai;51,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3740001;N3740002;51.2249873549133,51.2249873549133,51.2249873549133,51.2249873549133,51.2249873549133,51.2249873549133;3.23820387785433,3.23820387785433,3.23820387785433,3.23820387785433,3.23820387785433,3.23820387785433;23/06/2016
functionele fietsroute;31005_Spoorwegstraat_10387;Brugge;Spoorwegstraat;Spoorwegstraat;28,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3420001;N3420002;51.1858498134068,51.1858498134068,51.1858498134068,51.1858498134068,51.1858498134068,51.1858498134068;3.22198844426058,3.22198844426058,3.22198844426058,3.22198844426058,3.22198844426058,3.22198844426058;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10293;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;44,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2256419454204,51.2256419454204,51.2256419454204,51.2256419454204;3.22707715819759,3.22707715819759,3.22707715819759,3.22707715819759;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10375;Brugge;Oostendse Steenweg;Oostendse Steenweg;72,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2242066053705,51.2242066053705,51.2242066053705,51.2242066053705,51.2242066053705,51.2242066053705,51.2242066053705,51.2242066053705,51.2242066053705;3.20043738630268,3.20043738630268,3.20043738630268,3.20043738630268,3.20043738630268,3.20043738630268,3.20043738630268,3.20043738630268,3.20043738630268;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10372;Brugge;Oostendse Steenweg;Oostendse Steenweg;36,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2255417334241,51.2255417334241,51.2255417334241,51.2255417334241;3.19521079634163,3.19521079634163,3.19521079634163,3.19521079634163;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;96,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045,51.1906067087045;3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799,3.18883376824799;23/06/2016
functionele fietsroute;31005_Koningin Elisabethlaan_10332;Brugge;Koningin Elisabethlaan;Koningin Elisabethlaan;41,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;R0300002;51.2159667978138,51.2159667978138,51.2159667978138,51.2159667978138,51.2159667978138,51.2159667978138;3.21503956586536,3.21503956586536,3.21503956586536,3.21503956586536,3.21503956586536,3.21503956586536;23/06/2016
functionele fietsroute;31005_Buiten Gentpoortvest_10281;Brugge;Buiten Gentpoortvest;Buiten Gentpoortvest;8,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;R0300002;51.1995889236297,51.1995889236297;3.22936861618332,3.22936861618332;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10368;Brugge;Oostendse Steenweg;Oostendse Steenweg;8,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N0090001;N0090002;51.2307576030987,51.2307576030987,51.2307576030987;3.18615147160968,3.18615147160968,3.18615147160968;23/06/2016
functionele fietsroute;31005_Torhoutse Steenweg_10442;Brugge;Torhoutse Steenweg;Torhoutse Steenweg;58,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0320001;;51.1942769342702,51.1942769342702,51.1942769342702,51.1942769342702,51.1942769342702,51.1942769342702;3.19654112444751,3.19654112444751,3.19654112444751,3.19654112444751,3.19654112444751,3.19654112444751;23/06/2016
functionele fietsroute;31005_Meulestee_10363;Brugge;Meulestee;Meulestee;162,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1813993145455,51.1813993145455,51.1813993145455,51.1813993145455,51.1813993145455,51.1813993145455;3.23542734031427,3.23542734031427,3.23542734031427,3.23542734031427,3.23542734031427,3.23542734031427;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10369;Brugge;Oostendse Steenweg;Oostendse Steenweg;45,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2285702531424,51.2285702531424,51.2285702531424,51.2285702531424;3.19075124737623,3.19075124737623,3.19075124737623,3.19075124737623;23/06/2016
functionele fietsroute;31005_Kustlaan_10339;Brugge;Kustlaan;Kustlaan;186,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0340002;51.3284915425783,51.3284915425783,51.3284915425783,51.3284915425783,51.3284915425783;3.19082345196025,3.19082345196025,3.19082345196025,3.19082345196025,3.19082345196025;23/06/2016
functionele fietsroute;31005_Buiten de Smedenpoort_10279;Brugge;Buiten de Smedenpoort;Buiten de Smedenpoort;7,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N0320001;N0320002;51.2050605555818,51.2050605555818;3.21079175633374,3.21079175633374;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10369;Brugge;Oostendse Steenweg;Oostendse Steenweg;48,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2269140476629,51.2269140476629,51.2269140476629,51.2269140476629,51.2269140476629;3.19261144384583,3.19261144384583,3.19261144384583,3.19261144384583,3.19261144384583;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10268;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;46,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N3710002;51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239,51.2512063817239;3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054,3.19167993508054;23/06/2016
