Nr;Id_1;Wijk;Zone;Naam_straa;Proc_bezet;Proc_bewon;Proc_buite;Proc__ande;latWGS84;loWGS84;Aangemaakt op
701903;701903;7;1;Stalijzerstraat (pleintje - Diamantslijperstraa)t kant huizen (west);88.888889;87.5;0;12.5;51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787,51.2048903819787;3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963,3.23168678474963;07/07/2016
1203502;1203502;12;3;Sint-Jansplein oost;110;36.363636;18.181818;45.454545;51.2104208422784,51.2104208422784,51.2104208422784,51.2104208422784,51.2104208422784;3.22631973568652,3.22631973568652,3.22631973568652,3.22631973568652,3.22631973568652;07/07/2016
1203901;1203901;12;1;Spiegelrei (Koningstraat - Genthof);0;0;0;0;51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746,51.2131859351746;3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285,3.22872995233285;07/07/2016
401607;401607;4;1;Potterierei (Peterseliestraat - Haarakkerstraat) kant huizen (oost);65;61.538462;0;38.461538;51.2199826899994,51.2199826899994,51.2199826899994,51.2199826899994,51.2199826899994,51.2199826899994,51.2199826899994,51.2199826899994,51.2199826899994,51.2199826899994,51.2199826899994;3.2313909103467,3.2313909103467,3.2313909103467,3.2313909103467,3.2313909103467,3.2313909103467,3.2313909103467,3.2313909103467,3.2313909103467,3.2313909103467,3.2313909103467;07/07/2016
1001906;1001906;10;2;Maagdenstraat (Smedenstraat - Sint-Maartensbilk) paar (west);80;75;12.5;12.5;51.2048358212793,51.2048358212793;3.21350273068431,3.21350273068431;07/07/2016
202607;202607;2;1;Sint-Jorisstraat (Kalkovenstraat - Kapelstraat) onpaar (west);0;0;0;0;51.2151950230675,51.2151950230675,51.2151950230675,51.2151950230675,51.2151950230675,51.2151950230675;3.22114345583162,3.22114345583162,3.22114345583162,3.22114345583162,3.22114345583162,3.22114345583162;07/07/2016
200701;200701;2;1;Elf Julistraat paar (oost);64.285714;55.555556;0;44.444444;51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647,51.2172376545647;3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593,3.21919078495593;07/07/2016
1200800;1200800;12;3;Burgstraat;0;0;0;0;51.2095490222719,51.2095490222719;3.22640196229245,3.22640196229245;07/07/2016
1203603;1203603;12;3;Sint-Jansstraat (Sint-Jansplein - Boudewijn Ostenstraat) onpaar (noord);0;0;0;0;51.2108470200672,51.2108470200672,51.2108470200672,51.2108470200672;3.22629085181579,3.22629085181579,3.22629085181579,3.22629085181579;07/07/2016
902002;902002;9;3;Walplein (Walstraat - Wijngaardstraat) kant huizen (west);0;0;0;0;51.2026947382488,51.2026947382488,51.2026947382488,51.2026947382488,51.2026947382488,51.2026947382488,51.2026947382488,51.2026947382488,51.2026947382488,51.2026947382488;3.22403887816325,3.22403887816325,3.22403887816325,3.22403887816325,3.22403887816325,3.22403887816325,3.22403887816325,3.22403887816325,3.22403887816325,3.22403887816325;07/07/2016
1102202;1102202;11;3;Nieuwstraat paar (west);100;62.5;0;37.5;51.2063551290209,51.2063551290209,51.2063551290209;3.22375538681036,3.22375538681036,3.22375538681036;07/07/2016
702001;702001;7;1;Violierstraat (Schaarstraat - Gapaardstraat) onpaar (noord);77.777778;85.714286;0;14.285714;51.2060122604577,51.2060122604577,51.2060122604577,51.2060122604577,51.2060122604577,51.2060122604577,51.2060122604577,51.2060122604577,51.2060122604577;3.23326624982986,3.23326624982986,3.23326624982986,3.23326624982986,3.23326624982986,3.23326624982986,3.23326624982986,3.23326624982986,3.23326624982986;07/07/2016
400802;400802;4;1;Komvest (kant Dampoort) paar (zuid);50;77.777778;0;22.222222;51.2206063047511,51.2206063047511,51.2206063047511,51.2206063047511,51.2206063047511,51.2206063047511,51.2206063047511,51.2206063047511,51.2206063047511,51.2206063047511;3.23056375100537,3.23056375100537,3.23056375100537,3.23056375100537,3.23056375100537,3.23056375100537,3.23056375100537,3.23056375100537,3.23056375100537,3.23056375100537;07/07/2016
501701;501701;5;1;Kruisvest (Carmersstraat - Rolweg) kant water (oost);0;0;0;0;51.2159861533157,51.2159861533157,51.2159861533157,51.2159861533157,51.2159861533157;3.237103187324,3.237103187324,3.237103187324,3.237103187324,3.237103187324;07/07/2016
1204202;1204202;12;3;Twijnstraat (Kelkstraat - Philipstockstraat);0;0;0;0;51.2099043140604,51.2099043140604,51.2099043140604,51.2099043140604,51.2099043140604,51.2099043140604;3.22791348864106,3.22791348864106,3.22791348864106,3.22791348864106,3.22791348864106,3.22791348864106;07/07/2016
1102304;1102304;11;3;Noordzandstraat (Ontvangersstraat - Prinsenhof) paar (noord);0;0;0;0;51.2080842782595,51.2080842782595;3.22078147328441,3.22078147328441;07/07/2016
501402;501402;5;1;Korte Ropeerderstraat onpaar (west);0;0;0;0;51.2138399915506,51.2138399915506;3.2323912295106,3.2323912295106;07/07/2016
300404;300404;3;1;Bidderstraat (Annuntiatenstraat - Sint-Clarastraat) paar (zuid);50;85.714286;0;14.285714;51.2156231422362,51.2156231422362;3.22274928612962,3.22274928612962;07/07/2016
1002303;1002303;10;2;Smedenstraat (Kreupelenstraat - Kammakersstraat) paar (noord);0;0;0;0;51.2055838056749,51.2055838056749,51.2055838056749;3.21521829452664,3.21521829452664,3.21521829452664;07/07/2016
301702;301702;3;1;Kleine Nieuwstraat paar (zuid);0;0;0;0;51.2163988196296,51.2163988196296,51.2163988196296,51.2163988196296,51.2163988196296;3.22638555523171,3.22638555523171,3.22638555523171,3.22638555523171,3.22638555523171;07/07/2016
1001907;1001907;10;2;Maagdenstraat (Sint-Maartensbilk - Hauwerstraat) paar (west);23.076923;33.333333;33.333333;33.333333;51.2042663253235,51.2042663253235;3.21392635486571,3.21392635486571;07/07/2016
1001902;1001902;10;2;Maagdenstraat (Sint-Maartensbilk - Hauwerstraat) onpaar (oost);0;0;0;0;51.2042977629657,51.2042977629657;3.21406024116633,3.21406024116633;07/07/2016
102401;102401;1;1;Raamstraat (Zakske - Sledestraat) paar (oost);116.666667;85.714286;0;14.285714;51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779,51.2126486924779;3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071,3.21812670521071;07/07/2016
1102307;1102307;11;3;Noordzandstraat (Giststraat - Kopstraat) onpaar (zuid);0;0;0;0;51.2073185699759,51.2073185699759,51.2073185699759,51.2073185699759,51.2073185699759;3.22009558368918,3.22009558368918,3.22009558368918,3.22009558368918,3.22009558368918;07/07/2016
1001701;1001701;10;2;Lane (Greinschuurstraat - Brandstraat) paar (noord);0;0;0;0;51.2065898631991,51.2065898631991,51.2065898631991,51.2065898631991,51.2065898631991;3.21392973373417,3.21392973373417,3.21392973373417,3.21392973373417,3.21392973373417;07/07/2016
1200901;1200901;12;3;Cordoeanierstraat onpaar (noord);114.285714;25;37.5;37.5;51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641,51.2103497953641;3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759,3.22616280939759;07/07/2016
103201;103201;1;1;Hoefijzerlaan (Noordzandstraat - Kleine Hoefijzerstraat) paar (oost);0;0;0;0;51.206007525239,51.206007525239,51.206007525239,51.206007525239,51.206007525239,51.206007525239,51.206007525239,51.206007525239;3.21719649614067,3.21719649614067,3.21719649614067,3.21719649614067,3.21719649614067,3.21719649614067,3.21719649614067,3.21719649614067;07/07/2016
1203000;1203000;12;3;Middelburgstraat;0;0;0;0;51.2100546545642,51.2100546545642;3.22716076817209,3.22716076817209;07/07/2016
1101300;1101300;11;3;Kleine Heilige Geestraat;0;0;0;0;51.2049910414176,51.2049910414176;3.22135195356937,3.22135195356937;07/07/2016
1002204;1002204;10;2;Sint-Maartensbilk (H.Consciencelaan - Maagdenstraat) onpaar (zuid);0;0;0;0;51.2042806663774,51.2042806663774;3.21385221139261,3.21385221139261;07/07/2016
300402;300402;3;1;Bidderstraat (Annuntiatenstraat - Sint-Gillisdorpstraat) onpaar (noord);0;0;0;0;51.2149383380537,51.2149383380537,51.2149383380537,51.2149383380537,51.2149383380537;3.22503192916911,3.22503192916911,3.22503192916911,3.22503192916911,3.22503192916911;07/07/2016
501706;501706;5;1;Kruisvest (Bapaumestraat - Langestraat) kant huizen (west);60;66.666667;0;33.333333;51.2131260346921,51.2131260346921,51.2131260346921,51.2131260346921,51.2131260346921;3.23939769099283,3.23939769099283,3.23939769099283,3.23939769099283,3.23939769099283;07/07/2016
201302;201302;2;1;Kalkovenstraat onpaar (zuid);0;0;0;0;51.2142603681729,51.2142603681729;3.22143767530682,3.22143767530682;07/07/2016
700206;700206;7;1;Boninvest (Willemijnendreef - Gentpoortstraat) paar (west);84.615385;36.363636;9.090909;54.545455;51.204006895974,51.204006895974;3.2351412908081,3.2351412908081;07/07/2016
100604;100604;1;1;Groenestraat (Rozendal - Raamstraat) onpaar (zuid);85.714286;50;0;50;51.2120750347037,51.2120750347037;3.2183622539256,3.2183622539256;07/07/2016
304106;304106;3;1;Willem de Dekenstraat zuid paar;28.571429;100;0;0;51.217626786541,51.217626786541,51.217626786541,51.217626786541,51.217626786541,51.217626786541,51.217626786541,51.217626786541,51.217626786541,51.217626786541,51.217626786541,51.217626786541;3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592,3.22239006967592;07/07/2016
200300;200300;2;1;Azijnstraat;0;0;0;0;51.2123003579507,51.2123003579507;3.21972571106861,3.21972571106861;07/07/2016
1103405;1103405;11;3;Wollestraat (Kartuizerinnenstraat - Rozenhoedestraat);0;0;0;0;51.2072659294274,51.2072659294274,51.2072659294274,51.2072659294274,51.2072659294274,51.2072659294274;3.22662573057807,3.22662573057807,3.22662573057807,3.22662573057807,3.22662573057807,3.22662573057807;07/07/2016
801202;801202;8;1;Jakobinessenstraat paar (west);70.967742;40.909091;0;59.090909;51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185,51.2041853973185;3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783,3.22995887071783;07/07/2016
101201;101201;1;1;Korte Lane (Hoefijzerlaan - Kleine Kuipersstraat) paar (noord);100;80;0;20;51.2078593149938,51.2078593149938,51.2078593149938;3.21683348406084,3.21683348406084,3.21683348406084;07/07/2016
1000912;1000912;10;2;Hendrik Consciencelaan (Fonteinstraat - Van Voldenstraat) kant water (west);0;0;0;0;51.2023938432191,51.2023938432191;3.21442462513999,3.21442462513999;07/07/2016
202810;202810;2;1;Vlamingstraat (A.Willaertstraat - Grauwwerkersstraat) onpaar (west);0;0;0;0;51.2110582602088,51.2110582602088;3.22404772068366,3.22404772068366;07/07/2016
202809;202809;2;1;Vlamingstraat (Jakob van Ooststraat - A.Willaertstraat) onpaar (west);0;0;0;0;51.2108298619762,51.2108298619762,51.2108298619762;3.22415664204161,3.22415664204161,3.22415664204161;07/07/2016
101202;101202;1;1;Korte Lane (Kleine Kuipersstraat - Beenhouwersstraat) paar (noord);42.857143;66.666667;0;33.333333;51.2081313634688,51.2081313634688;3.21751859325278,3.21751859325278;07/07/2016
301606;301606;3;1;Komvest (Walweinstraat - Calvariebegstraat) paar (zuid);90;44.444444;0;55.555556;51.2209057568678,51.2209057568678,51.2209057568678,51.2209057568678,51.2209057568678;3.22784560130505,3.22784560130505,3.22784560130505,3.22784560130505,3.22784560130505;07/07/2016
303703;303703;3;1;Spanjaardstraat (Kortewinkel - Kipstraat) onpaar (west);0;0;0;0;51.2129762289522,51.2129762289522,51.2129762289522,51.2129762289522,51.2129762289522,51.2129762289522,51.2129762289522;3.22489367369587,3.22489367369587,3.22489367369587,3.22489367369587,3.22489367369587,3.22489367369587,3.22489367369587;07/07/2016
501710;501710;5;1;Kruisvest (Carmersstraat - Rolweg) kant huizen (west);40;66.666667;16.666667;16.666667;51.2159042587745,51.2159042587745,51.2159042587745,51.2159042587745,51.2159042587745;3.23702214117452,3.23702214117452,3.23702214117452,3.23702214117452,3.23702214117452;07/07/2016
402007;402007;4;1;Snaggaardstraat (Potterierei - E.Zorghestraat) paar (zuid);0;0;0;0;51.2152314858293,51.2152314858293;3.22971140631691,3.22971140631691;07/07/2016
502600;502600;5;1;Sint-Annarei;83.333333;60;0;40;51.2128337185933,51.2128337185933,51.2128337185933,51.2128337185933,51.2128337185933,51.2128337185933,51.2128337185933,51.2128337185933,51.2128337185933,51.2128337185933,51.2128337185933;3.2296998275565,3.2296998275565,3.2296998275565,3.2296998275565,3.2296998275565,3.2296998275565,3.2296998275565,3.2296998275565,3.2296998275565,3.2296998275565,3.2296998275565;07/07/2016
202604;202604;2;1;Sint-Jorisstraat (Kapelstraat - Klaverstraat) paar (oost);100;25;0;75;51.2156321449798,51.2156321449798;3.22116776212673,3.22116776212673;07/07/2016
601603;601603;6;1;Vulderstraat (Langestraat - Hooistraat) paar (zuid);71.428571;70;0;30;51.2093299895066,51.2093299895066,51.2093299895066,51.2093299895066,51.2093299895066,51.2093299895066,51.2093299895066,51.2093299895066,51.2093299895066,51.2093299895066;3.23737161117352,3.23737161117352,3.23737161117352,3.23737161117352,3.23737161117352,3.23737161117352,3.23737161117352,3.23737161117352,3.23737161117352,3.23737161117352;07/07/2016
401208;401208;4;1;Oliebaan (Hemelrijk - Peterseliestraat) paar (zuid);0;0;0;0;51.2171534396782,51.2171534396782,51.2171534396782,51.2171534396782,51.2171534396782,51.2171534396782,51.2171534396782;3.23508019638784,3.23508019638784,3.23508019638784,3.23508019638784,3.23508019638784,3.23508019638784,3.23508019638784;07/07/2016
503204;503204;5;1;Verbrand Nieuwland (Kersenboomstraat - Rodestraat) paar (zuid);100;40;0;60;51.2113993190913,51.2113993190913,51.2113993190913,51.2113993190913,51.2113993190913;3.23551703920939,3.23551703920939,3.23551703920939,3.23551703920939,3.23551703920939;07/07/2016
901301;901301;9;3;Noordstraat ten noorden van poort;0;0;0;0;51.201701011107,51.201701011107;3.22553524925466,3.22553524925466;07/07/2016
301201;301201;3;1;Calvariebergstraat (Baliestraat - J.&M. Sabbestraat) paar (oost);0;0;0;0;51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308,51.2199375266308;3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781,3.22658308516781;07/07/2016
1203501;1203501;12;3;Sint-Jansplein noord;85.714286;50;33.333333;16.666667;51.2107249783148,51.2107249783148;3.22589348241098,3.22589348241098;07/07/2016
1102004;1102004;11;3;Mariastraat (Pijpersstraat - Dijver) paar (west);0;0;0;0;51.2054402338478,51.2054402338478,51.2054402338478,51.2054402338478,51.2054402338478;3.22321887258819,3.22321887258819,3.22321887258819,3.22321887258819,3.22321887258819;07/07/2016
501703;501703;5;1;Kruisvest (H.Verriesstraat - S.Streuvelsstraat) kant water (oost);0;0;0;0;51.2146562513501,51.2146562513501,51.2146562513501,51.2146562513501;3.23836244493709,3.23836244493709,3.23836244493709,3.23836244493709;07/07/2016
1201302;1201302;12;3;Groene Rei kant water (noord) (Meestraat - Peerdenstraat);0;0;0;0;51.2090184818497,51.2090184818497;3.23002910304077,3.23002910304077;07/07/2016
401613;401613;4;1;Potterierei (brug - ingang met zebrapad);12.5;0;0;100;51.2177087238753,51.2177087238753,51.2177087238753,51.2177087238753,51.2177087238753,51.2177087238753,51.2177087238753,51.2177087238753,51.2177087238753;3.2293114027143,3.2293114027143,3.2293114027143,3.2293114027143,3.2293114027143,3.2293114027143,3.2293114027143,3.2293114027143,3.2293114027143;07/07/2016
1100503;1100503;11;3;Geldmuntstraat (Sint-Jakobsstraat - Geerwijnstraat) onpaar (zuid);0;0;0;0;51.2091809506473,51.2091809506473,51.2091809506473,51.2091809506473;3.22285399673048,3.22285399673048,3.22285399673048,3.22285399673048;07/07/2016
102602;102602;1;1;Rozendal (Groenestraat - Gieterijstraat) paar (oost);86.666667;61.538462;7.692308;30.769231;51.2118793421867,51.2118793421867,51.2118793421867,51.2118793421867,51.2118793421867,51.2118793421867,51.2118793421867;3.21730619555608,3.21730619555608,3.21730619555608,3.21730619555608,3.21730619555608,3.21730619555608,3.21730619555608;07/07/2016
402009;402009;4;1;Snaggaardstraat (Rijkepijndersstraat - Ropeerdstraat) paar (zuid);0;0;0;0;51.215260619512,51.215260619512,51.215260619512,51.215260619512,51.215260619512,51.215260619512;3.23129382770356,3.23129382770356,3.23129382770356,3.23129382770356,3.23129382770356,3.23129382770356;07/07/2016
400302;400302;4;1;Duinenabdijstraat onpaar (west);100;100;0;0;51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577,51.2175775349577;3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626,3.22940686843626;07/07/2016
1102302;1102302;11;3;Noordzandstraat (Wulfhagestraat - Helmstraat) paar (noord);0;0;0;0;51.2074598804128,51.2074598804128,51.2074598804128,51.2074598804128;3.22008841568268,3.22008841568268,3.22008841568268,3.22008841568268;07/07/2016
701807;701807;7;1;Schaarstraat (Willemijnendreef - Gapaardstraat) paar (zuid);75;66.666667;0;33.333333;51.2051291467347,51.2051291467347;3.23253508257159,3.23253508257159;07/07/2016
1000604;1000604;10;2;Greinschuurstraat (Lane - Smedenstraat) onpaar (west);0;0;0;0;51.2064418236532,51.2064418236532,51.2064418236532,51.2064418236532,51.2064418236532,51.2064418236532,51.2064418236532;3.21384115717233,3.21384115717233,3.21384115717233,3.21384115717233,3.21384115717233,3.21384115717233,3.21384115717233;07/07/2016
1000106;1000106;10;2;Boeveriestraat (Van Voldenstraat - Fonteinstraat) onpaar (west);28.571429;0;0;100;51.2025825798978,51.2025825798978;3.21595285886902,3.21595285886902;07/07/2016
601208;601208;6;1;Langestraat (Predikherenrei - Predikherenstraat) paar (zuid);200;0;0;100;51.209647883482,51.209647883482,51.209647883482,51.209647883482;3.23221288917672,3.23221288917672,3.23221288917672,3.23221288917672;07/07/2016
